equipment_id,hospital_id,equipment_name,manufacturer,purchase_date,maintenance_due,status,cost,source_file
277,4,MRI Scanner,Mindray,2021-06-05,2022-04-22,Out of Service,2220921.94,equipment.csv
278,4,Operating Table,GE Healthcare,2012-10-24,2014-10-01,Under Maintenance,9248609.34,equipment.csv
279,4,Patient Monitor,Siemens,2013-11-22,2015-08-24,Operational,7077219.62,equipment.csv
280,4,Hospital Bed,Medtronic,2021-11-07,2022-12-23,Out of Service,24772560.23,equipment.csv
281,4,MRI Scanner,Philips,2011-07-20,2013-06-02,Out of Service,16543630.52,equipment.csv
282,4,Dialysis Machine,Fresenius,2025-08-20,2027-03-07,Under Maintenance,8745343.47,equipment.csv
283,4,MRI Scanner,Siemens,2014-11-27,2016-10-21,Under Maintenance,5742862.3,equipment.csv
284,4,Defibrillator,Siemens,2018-08-27,2019-04-02,Operational,17850247.0,equipment.csv
285,4,Ultrasound Machine,Mindray,2022-10-27,2024-06-02,Operational,18974626.12,equipment.csv
286,4,Dialysis Machine,Medtronic,2013-10-12,2015-03-25,Under Maintenance,8357443.12,equipment.csv
287,4,Operating Table,Medtronic,2024-08-30,2025-07-09,Under Maintenance,8284371.62,equipment.csv
288,4,Patient Monitor,Dräger,2024-01-06,2025-01-02,Operational,10010055.1,equipment.csv
289,4,Incubator,Dräger,2013-10-29,2015-08-15,Under Maintenance,21029841.64,equipment.csv
290,4,Ventilator,Siemens,2017-06-18,2018-01-01,Operational,3882341.85,equipment.csv
291,4,Dialysis Machine,Philips,2022-02-24,2023-10-31,Operational,2458605.1,equipment.csv
292,4,MRI Scanner,Fresenius,2022-10-24,2024-10-01,Operational,12806799.01,equipment.csv
293,4,Ultrasound Machine,Dräger,2013-08-20,2015-02-25,Under Maintenance,5229681.23,equipment.csv
294,4,Infusion Pump,Siemens,2024-10-08,2026-03-08,Under Maintenance,1973588.42,equipment.csv
295,4,CT Scanner,Dräger,2014-01-12,2015-03-11,Out of Service,2250447.96,equipment.csv
296,4,Incubator,GE Healthcare,2019-02-02,2020-05-01,Operational,9241920.96,equipment.csv
297,4,Ultrasound Machine,Philips,2024-08-16,2026-04-19,Out of Service,2569145.69,equipment.csv
298,4,Ultrasound Machine,Dräger,2013-02-14,2014-06-25,Out of Service,2174467.87,equipment.csv
299,4,ECG Machine,Baxter,2023-05-03,2024-12-21,Out of Service,16825542.74,equipment.csv
300,4,MRI Scanner,Siemens,2023-01-26,2023-08-04,Operational,17921317.58,equipment.csv
301,4,CT Scanner,GE Healthcare,2022-07-15,2023-09-30,Under Maintenance,11764033.44,equipment.csv
302,4,Defibrillator,GE Healthcare,2018-12-28,2020-09-13,Operational,11469972.97,equipment.csv
303,4,Hospital Bed,GE Healthcare,2016-08-18,2017-09-14,Operational,17617982.6,equipment.csv
304,4,CT Scanner,Fresenius,2014-01-27,2015-06-10,Under Maintenance,21313034.23,equipment.csv
305,4,Infusion Pump,Siemens,2023-11-28,2025-01-19,Operational,14026788.7,equipment.csv
306,4,Infusion Pump,Philips,2017-01-19,2018-12-08,Under Maintenance,4853731.58,equipment.csv
307,4,Defibrillator,Mindray,2020-05-26,2022-02-23,Out of Service,4370199.54,equipment.csv
308,4,Ultrasound Machine,Siemens,2013-05-25,2014-04-11,Operational,21536856.73,equipment.csv
309,4,Ultrasound Machine,Mindray,2012-12-26,2014-03-30,Under Maintenance,16670829.73,equipment.csv
310,4,CT Scanner,Dräger,2020-11-10,2022-07-01,Out of Service,24165516.0,equipment.csv
311,4,Patient Monitor,Medtronic,2025-07-14,2026-09-22,Out of Service,16445394.85,equipment.csv
312,4,Oxygen Concentrator,Medtronic,2026-05-16,2027-01-16,Operational,17510007.23,equipment.csv
313,4,Anesthesia Machine,Fresenius,2020-05-14,2021-04-25,Out of Service,7297813.0,equipment.csv
314,4,Dialysis Machine,Dräger,2025-07-07,2026-06-06,Out of Service,16408141.21,equipment.csv
315,4,MRI Scanner,Baxter,2011-10-09,2013-05-10,Under Maintenance,23851095.93,equipment.csv
316,4,MRI Scanner,GE Healthcare,2017-01-16,2017-10-09,Under Maintenance,766454.29,equipment.csv
317,4,Hospital Bed,Philips,2019-12-10,2021-08-21,Under Maintenance,18575221.24,equipment.csv
318,4,Patient Monitor,Dräger,2025-03-04,2026-07-17,Operational,8415514.88,equipment.csv
319,4,Incubator,Baxter,2026-01-25,2027-08-08,Operational,19166866.89,equipment.csv
320,4,X-Ray Machine,GE Healthcare,2019-02-24,2021-01-10,Under Maintenance,20449771.73,equipment.csv
321,4,CT Scanner,Dräger,2011-10-04,2012-07-19,Out of Service,8381002.58,equipment.csv
322,4,Incubator,Fresenius,2022-09-27,2023-08-29,Out of Service,16467647.49,equipment.csv
323,4,Defibrillator,Mindray,2012-12-25,2014-04-12,Out of Service,8239493.01,equipment.csv
324,4,Anesthesia Machine,Dräger,2013-01-03,2014-01-16,Out of Service,10124429.98,equipment.csv
325,4,Patient Monitor,Baxter,2011-08-16,2013-04-26,Out of Service,14795794.08,equipment.csv
326,4,Ultrasound Machine,Mindray,2020-09-26,2021-10-02,Operational,1959079.71,equipment.csv
327,4,CT Scanner,GE Healthcare,2016-08-19,2018-07-29,Operational,1559075.57,equipment.csv
328,4,Ultrasound Machine,Mindray,2022-01-20,2023-02-20,Operational,8085811.13,equipment.csv
329,4,Operating Table,Philips,2015-10-07,2017-03-25,Out of Service,21198215.63,equipment.csv
330,4,ECG Machine,Siemens,2013-05-07,2014-04-01,Under Maintenance,7697495.47,equipment.csv
331,4,Patient Monitor,Mindray,2022-07-13,2024-02-21,Operational,15445260.17,equipment.csv
332,4,Hospital Bed,Mindray,2024-01-06,2025-08-06,Out of Service,23350280.35,equipment.csv
333,4,Patient Monitor,GE Healthcare,2021-05-04,2023-01-01,Operational,11863748.6,equipment.csv
334,4,Defibrillator,Medtronic,2025-02-23,2026-06-23,Out of Service,4088439.27,equipment.csv
335,4,Dialysis Machine,Dräger,2022-02-16,2023-07-23,Under Maintenance,24275860.22,equipment.csv
336,4,Ultrasound Machine,Dräger,2022-07-23,2023-09-09,Under Maintenance,7446798.96,equipment.csv
337,4,Oxygen Concentrator,GE Healthcare,2022-04-04,2022-12-13,Under Maintenance,18542625.44,equipment.csv
338,4,Patient Monitor,GE Healthcare,2015-01-01,2016-01-14,Under Maintenance,15394460.75,equipment.csv
339,4,ECG Machine,Philips,2017-09-20,2018-06-27,Operational,12721260.56,equipment.csv
340,4,X-Ray Machine,Philips,2023-01-05,2023-07-06,Operational,13031763.76,equipment.csv
341,4,Oxygen Concentrator,Medtronic,2019-08-20,2021-01-06,Operational,358526.31,equipment.csv
342,4,Incubator,Philips,2016-03-13,2017-06-22,Under Maintenance,12089906.13,equipment.csv
343,4,Ventilator,Fresenius,2015-04-17,2015-12-30,Under Maintenance,1755834.56,equipment.csv
344,4,Ultrasound Machine,Dräger,2018-06-28,2019-07-31,Operational,19037375.79,equipment.csv
345,4,Defibrillator,Mindray,2019-02-07,2020-11-05,Operational,22812039.44,equipment.csv
346,4,MRI Scanner,Fresenius,2023-09-05,2024-03-18,Out of Service,21590953.21,equipment.csv
347,4,Infusion Pump,Mindray,2013-10-05,2015-06-29,Out of Service,14487872.12,equipment.csv
348,4,Operating Table,Baxter,2019-05-25,2021-01-12,Out of Service,16291480.1,equipment.csv
349,4,Ultrasound Machine,GE Healthcare,2023-05-14,2024-07-03,Out of Service,16790105.29,equipment.csv
350,4,Defibrillator,Fresenius,2019-02-02,2020-10-14,Operational,4825927.04,equipment.csv
351,4,Hospital Bed,GE Healthcare,2015-03-17,2015-11-27,Out of Service,11122408.15,equipment.csv
352,4,Infusion Pump,Philips,2021-12-12,2023-09-25,Under Maintenance,7226658.16,equipment.csv
353,4,Operating Table,Siemens,2019-01-29,2021-01-06,Operational,24905043.64,equipment.csv
354,4,Defibrillator,Dräger,2022-01-13,2022-09-15,Operational,11311290.83,equipment.csv
355,4,Oxygen Concentrator,Baxter,2017-06-14,2019-01-04,Operational,2981400.76,equipment.csv
356,4,Hospital Bed,Medtronic,2018-05-29,2020-04-17,Operational,15193471.3,equipment.csv
357,4,Ultrasound Machine,GE Healthcare,2018-05-22,2020-03-23,Operational,437040.42,equipment.csv
358,4,Ultrasound Machine,Dräger,2016-06-16,2018-06-01,Under Maintenance,16024523.61,equipment.csv
359,4,Incubator,Philips,2025-12-18,2027-07-12,Out of Service,12756548.02,equipment.csv
360,4,Dialysis Machine,Siemens,2021-10-26,2023-10-21,Under Maintenance,5046642.96,equipment.csv
361,4,X-Ray Machine,Medtronic,2015-01-08,2016-12-03,Out of Service,7550826.37,equipment.csv
362,4,MRI Scanner,Philips,2025-05-31,2026-08-15,Under Maintenance,12201057.99,equipment.csv
363,5,Oxygen Concentrator,Philips,2017-12-22,2019-05-04,Out of Service,14352041.54,equipment.csv
364,5,Ventilator,GE Healthcare,2019-03-07,2019-11-26,Out of Service,24866626.07,equipment.csv
365,5,Ventilator,GE Healthcare,2021-01-04,2021-12-28,Operational,20897140.61,equipment.csv
366,5,Oxygen Concentrator,Fresenius,2019-02-28,2020-06-04,Operational,6604168.76,equipment.csv
367,5,Operating Table,Dräger,2012-10-25,2013-09-03,Out of Service,20277002.42,equipment.csv
368,5,Ventilator,Fresenius,2015-07-15,2017-04-07,Under Maintenance,9632401.07,equipment.csv
369,5,Dialysis Machine,Siemens,2021-11-01,2022-12-30,Out of Service,15989694.21,equipment.csv
370,5,Ventilator,Mindray,2013-08-23,2015-06-10,Out of Service,14452047.45,equipment.csv
371,5,Dialysis Machine,Baxter,2013-02-07,2014-04-24,Out of Service,21291967.14,equipment.csv
372,5,Hospital Bed,Medtronic,2014-02-17,2014-09-28,Under Maintenance,20503896.18,equipment.csv
373,5,Anesthesia Machine,Baxter,2016-06-27,2017-04-15,Out of Service,1275261.92,equipment.csv
374,5,X-Ray Machine,GE Healthcare,2023-02-05,2024-08-18,Operational,24432556.64,equipment.csv
375,5,Operating Table,Fresenius,2013-07-04,2014-12-13,Under Maintenance,22494438.18,equipment.csv
376,5,Hospital Bed,GE Healthcare,2012-05-05,2013-08-09,Out of Service,13462825.67,equipment.csv
377,5,Patient Monitor,GE Healthcare,2024-09-02,2025-12-01,Operational,9812677.01,equipment.csv
378,5,Ventilator,Siemens,2017-02-10,2018-12-17,Operational,54838.05,equipment.csv
379,5,Anesthesia Machine,Philips,2018-03-04,2019-10-26,Out of Service,833909.32,equipment.csv
380,5,Anesthesia Machine,Dräger,2023-01-01,2024-01-31,Under Maintenance,5764503.25,equipment.csv
381,5,Ventilator,Dräger,2018-04-02,2019-12-15,Operational,23843258.35,equipment.csv
382,5,Oxygen Concentrator,Mindray,2018-01-14,2018-11-24,Operational,20606063.26,equipment.csv
383,5,Patient Monitor,Philips,2017-10-26,2019-03-10,Under Maintenance,6251379.08,equipment.csv
384,5,X-Ray Machine,Philips,2014-09-06,2015-10-11,Out of Service,20300500.04,equipment.csv
385,5,Defibrillator,GE Healthcare,2014-07-27,2016-07-09,Out of Service,13346217.19,equipment.csv
386,5,ECG Machine,Fresenius,2020-05-24,2021-10-23,Out of Service,23416344.54,equipment.csv
387,5,Oxygen Concentrator,Mindray,2026-04-04,2026-11-11,Out of Service,19476520.91,equipment.csv
388,5,Defibrillator,Dräger,2011-11-15,2013-06-29,Operational,5561588.21,equipment.csv
389,5,Ultrasound Machine,Fresenius,2012-12-25,2014-01-05,Out of Service,16542808.51,equipment.csv
390,5,Dialysis Machine,Mindray,2015-04-02,2016-09-05,Under Maintenance,20950479.58,equipment.csv
391,5,CT Scanner,Siemens,2012-10-24,2013-12-24,Operational,17457433.95,equipment.csv
392,5,CT Scanner,GE Healthcare,2018-10-02,2020-09-26,Under Maintenance,8589913.07,equipment.csv
393,5,X-Ray Machine,Medtronic,2015-08-30,2016-10-31,Out of Service,23697488.34,equipment.csv
394,5,Defibrillator,Mindray,2012-09-10,2013-12-21,Operational,14082945.57,equipment.csv
395,5,ECG Machine,Dräger,2025-03-15,2025-12-19,Under Maintenance,5241324.1,equipment.csv
396,5,Ultrasound Machine,Siemens,2024-02-14,2024-08-14,Out of Service,22912951.5,equipment.csv
397,5,Defibrillator,Dräger,2019-09-11,2021-08-09,Out of Service,21283736.03,equipment.csv
398,5,Ventilator,Dräger,2015-07-01,2016-11-07,Out of Service,10513300.88,equipment.csv
399,5,Patient Monitor,Mindray,2026-04-18,2028-04-11,Operational,14598906.34,equipment.csv
400,5,MRI Scanner,Medtronic,2011-08-20,2012-03-07,Under Maintenance,12981649.55,equipment.csv
401,5,Infusion Pump,Dräger,2014-01-17,2016-01-04,Under Maintenance,13526031.07,equipment.csv
402,5,Oxygen Concentrator,Baxter,2014-06-02,2016-03-31,Under Maintenance,4041807.99,equipment.csv
403,5,CT Scanner,Medtronic,2016-10-26,2018-07-19,Out of Service,9505918.72,equipment.csv
404,5,MRI Scanner,Mindray,2019-03-15,2020-12-25,Under Maintenance,18445353.46,equipment.csv
405,5,Hospital Bed,Siemens,2025-10-27,2026-09-09,Under Maintenance,8578909.28,equipment.csv
406,5,Dialysis Machine,Mindray,2020-04-27,2021-09-09,Out of Service,19210627.71,equipment.csv
407,5,CT Scanner,Baxter,2015-02-16,2016-03-27,Operational,11342796.53,equipment.csv
408,5,CT Scanner,GE Healthcare,2020-03-14,2021-01-08,Operational,2972158.21,equipment.csv
409,5,Oxygen Concentrator,Philips,2022-01-29,2023-05-15,Operational,238304.18,equipment.csv
410,5,Ultrasound Machine,Dräger,2025-02-16,2025-10-08,Out of Service,7764652.78,equipment.csv
411,5,ECG Machine,Fresenius,2017-04-22,2018-06-18,Out of Service,3264727.87,equipment.csv
412,5,Operating Table,Philips,2016-06-21,2018-05-28,Out of Service,20651422.79,equipment.csv
413,5,ECG Machine,GE Healthcare,2025-09-28,2027-08-14,Operational,21791582.58,equipment.csv
414,5,Infusion Pump,Dräger,2013-10-16,2014-12-24,Under Maintenance,1435313.03,equipment.csv
415,5,Dialysis Machine,Siemens,2015-06-17,2016-07-16,Under Maintenance,11869760.35,equipment.csv
416,5,CT Scanner,Medtronic,2023-03-15,2024-04-10,Under Maintenance,18715533.96,equipment.csv
417,5,ECG Machine,Baxter,2018-09-26,2019-08-17,Under Maintenance,24599664.26,equipment.csv
418,5,Ultrasound Machine,Dräger,2024-08-06,2025-04-18,Operational,21441652.93,equipment.csv
419,5,Incubator,Philips,2018-12-31,2019-11-22,Out of Service,4459685.98,equipment.csv
420,5,Infusion Pump,Fresenius,2017-12-06,2018-09-26,Under Maintenance,15085053.68,equipment.csv
421,5,Defibrillator,Mindray,2024-02-29,2025-08-25,Operational,16698265.12,equipment.csv
422,5,CT Scanner,Baxter,2017-02-21,2018-04-04,Under Maintenance,23926246.35,equipment.csv
423,5,Oxygen Concentrator,Fresenius,2023-04-28,2024-09-11,Out of Service,24823790.42,equipment.csv
424,5,Ultrasound Machine,Siemens,2021-07-19,2023-02-23,Operational,20954352.77,equipment.csv
425,5,Dialysis Machine,Medtronic,2015-01-08,2016-01-03,Under Maintenance,5006522.62,equipment.csv
426,5,Hospital Bed,Siemens,2013-06-20,2015-01-18,Operational,9377499.7,equipment.csv
427,5,Operating Table,Mindray,2014-12-13,2015-12-27,Operational,22428738.68,equipment.csv
428,5,Dialysis Machine,Baxter,2019-04-06,2021-02-28,Under Maintenance,9142688.87,equipment.csv
429,5,Defibrillator,Medtronic,2022-01-22,2022-12-26,Operational,3730340.2,equipment.csv
430,5,ECG Machine,Dräger,2019-09-10,2021-03-25,Under Maintenance,19972154.46,equipment.csv
431,5,Patient Monitor,Medtronic,2023-04-03,2024-11-06,Under Maintenance,5599075.48,equipment.csv
432,5,Hospital Bed,Siemens,2011-09-28,2013-02-08,Operational,6594492.07,equipment.csv
433,5,Incubator,Siemens,2016-08-15,2018-02-01,Operational,14097443.62,equipment.csv
434,5,Oxygen Concentrator,Siemens,2019-04-15,2019-12-18,Operational,22117009.41,equipment.csv
435,5,Anesthesia Machine,Fresenius,2012-09-17,2014-05-17,Under Maintenance,3729889.19,equipment.csv
436,5,Defibrillator,GE Healthcare,2021-01-28,2022-05-14,Out of Service,24696434.64,equipment.csv
437,5,ECG Machine,Siemens,2020-05-15,2021-08-23,Under Maintenance,18515574.73,equipment.csv
438,5,Hospital Bed,Fresenius,2021-07-11,2023-02-23,Out of Service,7947138.9,equipment.csv
439,5,ECG Machine,Mindray,2015-02-25,2016-01-02,Under Maintenance,18690476.89,equipment.csv
440,5,ECG Machine,Dräger,2022-03-07,2024-01-03,Operational,23291625.72,equipment.csv
441,5,Oxygen Concentrator,Siemens,2022-06-22,2024-05-25,Out of Service,8667315.36,equipment.csv
442,5,MRI Scanner,Philips,2014-10-17,2015-12-10,Out of Service,19072995.23,equipment.csv
443,5,Anesthesia Machine,Philips,2025-05-21,2027-04-06,Out of Service,16734574.15,equipment.csv
444,5,Anesthesia Machine,Medtronic,2023-10-12,2024-04-16,Under Maintenance,1002456.02,equipment.csv
445,5,Ventilator,Siemens,2015-02-21,2015-11-30,Operational,17685009.49,equipment.csv
446,5,Anesthesia Machine,Philips,2013-09-05,2015-07-29,Operational,14165598.04,equipment.csv
447,5,ECG Machine,Dräger,2012-09-28,2013-07-25,Out of Service,21708237.05,equipment.csv
448,5,Defibrillator,Siemens,2014-10-06,2015-07-16,Under Maintenance,3078542.05,equipment.csv
449,5,Dialysis Machine,Philips,2024-07-30,2025-11-08,Out of Service,9714620.12,equipment.csv
450,5,Defibrillator,Mindray,2016-06-16,2017-12-25,Operational,22421477.58,equipment.csv
451,5,Patient Monitor,Medtronic,2014-09-04,2016-05-28,Under Maintenance,13537619.01,equipment.csv
452,5,MRI Scanner,Medtronic,2016-12-29,2017-11-27,Operational,13562581.82,equipment.csv
453,5,Oxygen Concentrator,Philips,2020-05-14,2021-12-14,Under Maintenance,22692972.41,equipment.csv
454,6,Ventilator,Medtronic,2015-10-10,2016-07-21,Under Maintenance,16710765.28,equipment.csv
455,6,MRI Scanner,GE Healthcare,2012-03-31,2013-03-04,Under Maintenance,7041069.2,equipment.csv
456,6,Infusion Pump,Philips,2013-05-30,2014-02-15,Out of Service,3675194.23,equipment.csv
457,6,Operating Table,Baxter,2025-06-25,2026-10-07,Out of Service,758262.95,equipment.csv
458,6,Anesthesia Machine,Siemens,2018-11-04,2019-07-13,Out of Service,4959870.04,equipment.csv
459,6,Ventilator,Mindray,2011-09-01,2012-02-29,Operational,12170383.82,equipment.csv
460,6,CT Scanner,Medtronic,2025-01-14,2026-03-20,Out of Service,22302926.05,equipment.csv
461,6,Ultrasound Machine,Fresenius,2025-11-11,2026-06-01,Out of Service,9915775.95,equipment.csv
462,6,Anesthesia Machine,Siemens,2021-06-22,2023-01-23,Under Maintenance,18275520.25,equipment.csv
463,6,Ventilator,Fresenius,2020-10-28,2021-08-29,Out of Service,6032742.01,equipment.csv
464,6,Ventilator,Siemens,2013-03-19,2014-06-12,Under Maintenance,23215808.14,equipment.csv
465,6,CT Scanner,Siemens,2017-02-19,2018-09-16,Under Maintenance,7709792.71,equipment.csv
466,6,Oxygen Concentrator,Philips,2019-06-16,2019-12-14,Operational,6425417.23,equipment.csv
467,6,Dialysis Machine,GE Healthcare,2019-02-22,2020-08-11,Operational,19694052.9,equipment.csv
468,6,MRI Scanner,Siemens,2022-03-14,2023-07-15,Under Maintenance,17229309.88,equipment.csv
469,6,Infusion Pump,Mindray,2020-11-23,2021-06-08,Under Maintenance,22758478.93,equipment.csv
470,6,Anesthesia Machine,Philips,2013-08-18,2015-02-09,Under Maintenance,2707441.65,equipment.csv
471,6,Patient Monitor,Mindray,2017-05-19,2018-07-14,Out of Service,1344911.48,equipment.csv
472,6,CT Scanner,GE Healthcare,2017-10-15,2019-01-07,Operational,23035046.7,equipment.csv
473,6,Ventilator,GE Healthcare,2020-05-13,2022-04-17,Operational,654351.13,equipment.csv
474,6,Patient Monitor,Fresenius,2019-12-27,2020-12-17,Out of Service,5408849.16,equipment.csv
475,6,Hospital Bed,GE Healthcare,2016-08-03,2017-04-11,Under Maintenance,23732098.95,equipment.csv
476,6,Patient Monitor,Baxter,2026-04-22,2028-03-07,Operational,17311597.2,equipment.csv
477,6,Ventilator,Fresenius,2026-01-08,2026-08-19,Out of Service,20551303.56,equipment.csv
478,6,Dialysis Machine,Mindray,2022-02-09,2023-06-22,Out of Service,23768224.11,equipment.csv
479,6,Anesthesia Machine,Siemens,2026-05-19,2028-04-23,Under Maintenance,9126224.26,equipment.csv
480,6,Infusion Pump,Siemens,2021-12-20,2022-06-27,Out of Service,12426594.13,equipment.csv
481,6,Anesthesia Machine,Medtronic,2023-11-28,2025-05-08,Under Maintenance,18393105.79,equipment.csv
482,6,ECG Machine,Dräger,2020-04-15,2021-08-08,Under Maintenance,21744405.18,equipment.csv
483,6,Patient Monitor,Fresenius,2016-02-21,2017-08-04,Under Maintenance,18663590.45,equipment.csv
484,6,Ventilator,GE Healthcare,2016-02-21,2016-10-11,Operational,23468636.7,equipment.csv
485,6,X-Ray Machine,Baxter,2016-08-14,2018-03-25,Under Maintenance,6813316.48,equipment.csv
486,6,Defibrillator,Philips,2021-01-09,2022-02-23,Out of Service,18317144.62,equipment.csv
487,6,MRI Scanner,Fresenius,2012-02-20,2014-01-16,Out of Service,2419906.03,equipment.csv
488,6,Infusion Pump,Fresenius,2024-10-23,2026-04-02,Under Maintenance,18802350.51,equipment.csv
489,6,Operating Table,Mindray,2011-12-28,2013-12-22,Under Maintenance,1751014.5,equipment.csv
